,Year,Site country,Location,Latitude,Longitude,Soil information recorded in the paper,pH (surface layer),Crop,Sowing year,Harvest year,Yield of CT,Yield of NT,Sowing month,Harvesting month,P,E,PB,Tave,Tmax,Tmin,ST
1958,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1984,1984,6453.0,5897.0,5,10,538.9,483.63,55.27,16.68333,28.45637,5.49375,Loam
1959,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1984,1984,6102.0,5226.0,5,10,538.9,483.63,55.27,16.68333,28.45637,5.49375,Loam
1960,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1987,1987,9918.0,8634.0,5,10,496.1,513.245,-17.145,17.65,30.015,0.75342,Loam
1961,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1987,1987,9830.0,7514.0,5,10,496.1,513.245,-17.145,17.65,30.015,0.75342,Loam
1962,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1988,1988,9534.0,8430.0,5,10,298.0,545.274,-247.274,18.33333,31.91642,-0.19772,Loam
1963,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1988,1988,9445.0,8129.0,5,10,298.0,545.274,-247.274,18.33333,31.91642,-0.19772,Loam
1964,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1989,1989,1937.0,2431.0,5,10,349.7,486.561,-136.861,17.1,30.02162,2.66798,Loam
1965,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1989,1989,3940.0,2949.0,5,10,349.7,486.561,-136.861,17.1,30.02162,2.66798,Loam
1966,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1990,1990,7431.0,7127.0,5,10,602.3,482.961,119.339,16.83333,27.21006,1.8438,Loam
1967,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1990,1990,9055.0,7934.0,5,10,602.3,482.961,119.339,16.83333,27.21006,1.8438,Loam
1968,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1991,1991,8925.0,7423.0,5,10,660.1,464.271,195.829,17.35,28.81297,2.04897,Loam
1969,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1991,1991,9867.0,6303.0,5,10,660.1,464.271,195.829,17.35,28.81297,2.04897,Loam
1970,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1993,1993,7247.0,2812.0,5,10,777.1,428.665,348.435,15.41667,26.56657,1.82102,Loam
1971,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1993,1993,8658.0,2754.0,5,10,777.1,428.665,348.435,15.41667,26.56657,1.82102,Loam
1972,2005,Greece,Thessaloniki,40.63,22.8, clay loam,8,maize,1997,1997,38690.0,36680.0,5,9,-20.3,436.493,-456.793,23.74,32.77048,12.7759,Clay loam
1973,2005,Greece,Thessaloniki,40.63,22.8, clay loam,8,maize,1998,1998,32280.0,27930.0,5,9,25.8,444.238,-418.438,23.8,33.81107,13.65868,Clay loam
1974,2005,Greece,Thessaloniki,40.63,22.8, clay loam,8,maize,1999,1999,38510.0,34320.0,5,9,59.2,451.041,-391.841,24.14,33.02869,13.61848,Clay loam
1975,2005,Greece,Thessaloniki,40.63,22.8, clay loam,8,maize,2000,2000,39730.0,38900.0,5,9,-22.5,449.864,-472.364,24.26,34.49054,13.94697,Clay loam
1976,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2005,2005,11020.0,9880.0,5,9,735.2,491.109,244.091,24.64,31.96877,12.9865,Loam
1977,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2006,2006,9420.0,8770.0,5,9,493.0,502.576,-9.576,24.74,30.7404,14.17649,Loam
1978,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2007,2007,11190.0,8830.0,5,9,711.1,484.243,226.857,24.72,29.1745,15.00146,Loam
1979,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2008,2008,12190.0,9830.0,5,9,607.7,481.309,126.391,24.22,28.89053,14.78278,Loam
1980,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2009,2009,12230.0,10110.0,5,9,582.1,484.971,97.129,24.72,31.93949,14.27101,Loam
1981,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2010,2010,9860.0,1039.0,5,9,667.9,490.306,177.594,24.9,30.93137,14.3198,Loam
1982,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2011,2011,9790.0,10030.0,5,9,624.8,459.706,165.094,24.3,30.68375,13.91643,Loam
1983,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2012,2012,9600.0,9940.0,5,9,352.7,501.45,-148.75,24.94,31.17863,14.97201,Loam
1984,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2013,2013,9570.0,9850.0,5,9,638.2,514.105,124.095,25.58,31.91923,15.36537,Loam
1985,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2014,2014,9270.0,9000.0,5,9,511.3,475.012,36.288,24.56,30.86967,14.50998,Loam
1986,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2015,2015,9880.0,11530.0,5,9,419.8,493.023,-73.223,24.64,30.59527,14.74351,Loam
1987,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2016,2016,10360.0,11170.0,5,9,652.3,478.813,173.487,25.14,30.62091,14.37951,Loam
1988,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2017,2017,11770.0,9670.0,5,9,516.0,507.407,8.593,25.86,31.37471,15.71542,Loam
1989,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2005,2005,11050.0,10210.0,5,9,735.2,491.109,244.091,24.64,31.96877,12.9865,Loam
1990,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2006,2006,9680.0,9750.0,5,9,493.0,502.576,-9.576,24.74,30.7404,14.17649,Loam
1991,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2007,2007,9390.0,10250.0,5,9,711.1,484.243,226.857,24.72,29.1745,15.00146,Loam
1992,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2008,2008,13260.0,10600.0,5,9,607.7,481.309,126.391,24.22,28.89053,14.78278,Loam
1993,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2009,2009,11740.0,12480.0,5,9,582.1,484.971,97.129,24.72,31.93949,14.27101,Loam
1994,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2010,2010,10580.0,11640.0,5,9,667.9,490.306,177.594,24.9,30.93137,14.3198,Loam
1995,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2011,2011,12380.0,13520.0,5,9,624.8,459.706,165.094,24.3,30.68375,13.91643,Loam
1996,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2012,2012,10260.0,10400.0,5,9,352.7,501.45,-148.75,24.94,31.17863,14.97201,Loam
1997,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2013,2013,9660.0,11060.0,5,9,638.2,514.105,124.095,25.58,31.91923,15.36537,Loam
1998,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2014,2014,9380.0,11480.0,5,9,511.3,475.012,36.288,24.56,30.86967,14.50998,Loam
1999,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2015,2015,12270.0,12840.0,5,9,419.8,493.023,-73.223,24.64,30.59527,14.74351,Loam
2000,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2016,2016,13570.0,12460.0,5,9,652.3,478.813,173.487,25.14,30.62091,14.37951,Loam
2001,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,maize,2017,2017,13530.0,11980.0,5,9,516.0,507.407,8.593,25.86,31.37471,15.71542,Loam
2002,2018,China,"Wuxue City, Hubei Province",29.85,115.55,sandy loam,,rice,2013,2013,7840.17,7959.04,5,9,656.6,526.348,130.252,26.46,32.28531,16.68541,Clay loam
2003,2018,China,"Wuxue City, Hubei Province",29.85,115.55,sandy loam,,rice,2014,2014,8778.23,8776.18,5,9,829.8,457.217,372.583,25.3,29.38477,15.90062,Clay loam
2004,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2004,2005,6920.0,6590.0,9,6,719.7,631.718,87.982,14.43,31.96877,-7.02098,Loam
2005,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2005,2006,7140.0,6680.0,9,6,710.9,638.648,72.252,14.99,30.7404,-5.86465,Loam
2006,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2007,2008,6900.0,7650.0,9,6,721.1,612.669,108.431,14.46,27.84801,-5.84542,Loam
2007,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2008,2009,7850.0,7600.0,9,6,706.5,638.43,68.07,15.26,31.93949,-7.11795,Loam
2008,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2009,2010,7330.0,7690.0,9,6,401.0,607.088,-206.088,14.14,29.53691,-6.14004,Loam
2009,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2011,2012,7120.0,7320.0,9,6,616.1,625.228,-9.128,14.7,30.22207,-5.86034,Loam
2010,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2012,2013,7060.0,6680.0,9,6,1068.2,613.076,455.124,14.29,29.39292,-5.40834,Loam
2011,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2013,2014,6770.0,6040.0,9,6,406.1,618.035,-211.935,15.34,28.39977,-4.87533,Loam
2012,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2014,2015,7490.0,7540.0,9,6,712.6,604.246,108.354,15.0,29.27638,-5.52223,Loam
2013,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2015,2016,8100.0,7650.0,9,6,612.5,609.274,3.226,15.14,29.52993,-6.57875,Loam
2014,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2016,2017,8140.0,7380.0,9,6,574.6,632.358,-57.758,15.88,29.51334,-3.62093,Loam
2015,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2004,2005,7020.0,6740.0,9,6,719.7,631.718,87.982,14.43,31.96877,-7.02098,Loam
2016,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2005,2006,7340.0,6940.0,9,6,710.9,638.648,72.252,14.99,30.7404,-5.86465,Loam
2017,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2007,2008,7300.0,7380.0,9,6,721.1,612.669,108.431,14.46,27.84801,-5.84542,Loam
2018,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2008,2009,8050.0,7900.0,9,6,706.5,638.43,68.07,15.26,31.93949,-7.11795,Loam
2019,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2009,2010,7580.0,7900.0,9,6,401.0,607.088,-206.088,14.14,29.53691,-6.14004,Loam
2020,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2011,2012,7660.0,7230.0,9,6,616.1,625.228,-9.128,14.7,30.22207,-5.86034,Loam
2021,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2012,2013,7400.0,7410.0,9,6,1068.2,613.076,455.124,14.29,29.39292,-5.40834,Loam
2022,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2013,2014,7240.0,7390.0,9,6,406.1,618.035,-211.935,15.34,28.39977,-4.87533,Loam
2023,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2014,2015,8130.0,8200.0,9,6,712.6,604.246,108.354,15.0,29.27638,-5.52223,Loam
2024,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2015,2016,8290.0,8300.0,9,6,612.5,609.274,3.226,15.14,29.52993,-6.57875,Loam
2025,2020,China,"Tai'an, Shandong Province",36.15,117.15,Cambisols,7.09,wheat.winter,2016,2017,8590.0,8020.0,9,6,574.6,632.358,-57.758,15.88,29.51334,-3.62093,Loam
2026,2019,China,Shandong,36.15,117.15,loam,,wheat.winter,2015,2016,7412.1,6908.7,9,6,612.5,609.274,3.226,15.14,29.52993,-6.57875,Loam
2027,2019,China,Shandong,36.15,117.15,loam,,wheat.winter,2016,2017,8843.9,7783.5,9,6,574.6,632.358,-57.758,15.88,29.51334,-3.62093,Loam
2028,1997,Spain,Hijar ,41.18,-0.45,loam,7.7,barley.winter,1990,1991,2200.0,1860.0,12,6,313.9000025,455.38919,-141.489,8.314285684,25.09141235,-2.997487468,Clay loam
2029,1997,Spain,Zuera,41.86,-0.78,silt loam,7.7,barley.winter,1991,1992,440.0,420.0,12,6,148.0000057,387.049916,-239.05,15.00000017,25.53370125,-0.460864375,Loam
2030,1997,Spain,Zuera,41.86,-0.78,silt loam,7.7,barley.winter,1991,1992,410.0,580.0,12,6,148.0000057,387.049916,-239.05,15.00000017,25.53370125,-0.460864375,Loam
2031,1997,Spain,Hijar ,41.18,-0.45,loam,7.7,barley.winter,1991,1992,970.0,360.0,12,6,247.6000023,435.7498791,-188.15,8.60000016,21.47814548,-4.759965958,Clay loam
2032,1997,Spain,Hijar ,41.18,-0.45,loam,7.7,barley.winter,1991,1992,1370.0,130.0,12,6,247.6000023,435.7498791,-188.15,8.60000016,21.47814548,-4.759965958,Clay loam
2033,1997,Spain,Banastas,42.18,-0.45,silty clay loam,7.7,barley.winter,1991,1992,3100.0,3250.0,12,6,170.5999961,396.7436332,-226.144,13.57142867,25.55989124,-0.319169537,Loam
2034,1997,Spain,Pefiaflor ,37.7,-5.33,loam,7.7,barley.winter,1990,1991,2450.0,1430.0,12,6,318.0000038,545.7425154,-227.743,19.49999986,32.687087,4.406250984,Clay loam
2035,1996,Spain,Cordoba,37.77,-4.52, soil information available,7.7,wheat.winter,1987,1988,4700.0,4700.0,11,5,627.0,392.54,234.46,15.51429,24.80547,5.69511,Clay loam
2036,1996,Spain,Cordoba,37.77,-4.52, soil information available,7.7,wheat.winter,1989,1990,5060.0,4500.0,11,5,625.6,433.927,191.673,17.17143,27.65382,5.30219,Clay loam
2037,1996,Spain,Cordoba,37.77,-4.52, soil information available,7.7,wheat.winter,1990,1991,2790.0,2510.0,11,5,430.8,412.71,18.09,15.37143,27.39674,3.70864,Clay loam
2038,1996,Spain,Cordoba,37.77,-4.52, soil information available,7.7,wheat.winter,1991,1992,1930.0,1910.0,11,5,382.1,399.855,-17.755,15.3,28.10114,1.78252,Clay loam
2039,2004,Spain,Cordoba,37.77,-4.52, , ,wheat.winter,1995,1996,4659.0,3690.0,11,5,769.9,405.954,363.946,17.1,25.12262,5.24373,Clay loam
2040,2004,Spain,Cordoba,37.77,-4.52, , ,wheat.winter,1996,1997,1869.0,1459.0,11,5,749.4,415.65,333.75,17.38571,26.0605,7.45046,Clay loam
2041,2012,Spain,Cordoba,37.77,-4.52, , ,wheat.winter,2005,2006,2197.0,2628.0,11,5,261.3,420.519,-159.219,16.64286,29.39053,4.33515,Clay loam
2042,2012,Spain,Cordoba,37.77,-4.52, , ,wheat.winter,2005,2006,2429.0,2846.0,11,5,261.3,420.519,-159.219,16.64286,29.39053,4.33515,Clay loam
2043,2012,Spain,Cordoba,37.77,-4.52, ,,wheat.winter,2006,2007,2354.0,1712.0,11,5,387.6,399.933,-12.333,15.85714,26.47265,3.55443,Clay loam
2044,2012,Spain,Cordoba,37.77,-4.52, ,,wheat.winter,2006,2007,2592.0,2084.0,11,5,387.6,399.933,-12.333,15.85714,26.47265,3.55443,Clay loam
2045,2012,Spain,Cordoba,37.77,-4.52, ,,wheat.winter,2003,2004,4540.0,4823.0,11,5,477.0,424.664,52.336,16.42857,23.81706,6.54283,Clay loam
2046,2012,Spain,Cordoba,37.77,-4.52, ,,wheat.winter,2003,2004,4094.0,4940.0,11,5,477.0,424.664,52.336,16.42857,23.81706,6.54283,Clay loam
2047,2019,Mexico,Coahuila,25.38,-100.98,clay loam,,maize,2013,2013,7172.0,7677.0,5,11,381.8999939,629.0631115,-247.163,18.30000033,29.49209391,7.686455282,Sandy loam
2048,2019,Mexico,Coahuila,25.38,-100.98,clay loam,,maize,2013,2013,6389.0,7677.0,5,11,381.8999939,629.0631115,-247.163,18.30000033,29.49209391,7.686455282,Sandy loam
2049,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2003,2003,3810.0,3940.0,5,9,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
2050,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2003,2003,5090.0,4990.0,5,9,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
2051,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2003,2003,4650.0,4990.0,5,9,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
2052,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2003,2003,3980.0,3610.0,5,9,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
2053,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2003,2003,4080.0,3420.0,5,9,252.1,296.794,-44.694,12.34,24.40891,3.2178,Sandy clay loam
2054,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2004,2004,3470.0,3650.0,5,9,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
2055,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2004,2004,3570.0,3610.0,5,9,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
2056,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2004,2004,3820.0,3610.0,5,9,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
2057,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2004,2004,3630.0,2020.0,5,9,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
2058,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2004,2004,4260.0,2190.0,5,9,413.8,278.595,135.205,11.88,20.5055,2.69999,Sandy clay loam
2059,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2005,2005,4080.0,3730.0,5,9,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
2060,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2005,2005,5020.0,4340.0,5,9,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
2061,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2005,2005,4880.0,4340.0,5,9,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
2062,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2005,2005,4050.0,3240.0,5,9,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
2063,2010,Finland,Ruuki Research Station of MTT Agrifood Research,64.68,25.08, sandy loam,6.2 to 6.6,barley.spring,2005,2005,4040.0,3070.0,5,9,296.3,295.274,1.026,12.54,22.43497,2.82579,Sandy clay loam
2064,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1990,1990,3700.0,5640.0,5,10,702.1,467.075,235.025,17.26667,26.88171,2.43886,Loam
2065,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1990,1990,6460.0,6650.0,5,10,702.1,467.075,235.025,17.26667,26.88171,2.43886,Loam
2066,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1991,1991,9410.0,10470.0,5,10,625.2,486.026,139.174,18.05,29.05464,3.61372,Loam
2067,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1991,1991,1820.0,1630.0,5,10,625.2,486.026,139.174,18.05,29.05464,3.61372,Loam
2068,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1993,1993,6080.0,5330.0,5,10,903.7,427.094,476.606,16.45,27.0668,2.41443,Loam
2069,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1993,1993,8090.0,4580.0,5,10,903.7,427.094,476.606,16.45,27.0668,2.41443,Loam
2070,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1994,1994,2760.0,4140.0,5,10,583.7,489.624,94.076,17.08333,27.4853,5.79155,Loam
2071,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,maize,1994,1994,5200.0,3570.0,5,10,583.7,489.624,94.076,17.08333,27.4853,5.79155,Loam
2072,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,soybean,1993,1993,3010.0,2010.0,6,10,766.0,347.202,418.798,16.76,27.0668,2.41443,Loam
2073,1998,USA,"Wisconsin, Arena",43.18,-89.92, , ,soybean,1994,1994,3140.0,2190.0,6,10,527.1,389.713,137.387,17.68,27.4853,5.79155,Loam
2074,2019,China,"Jianyang, Sichuan",30.4,104.6,available,,rice,2012,2012,7848.0,8235.0,5,9,775.1,397.829,377.271,23.64,28.28193,16.43663,Loam
2075,2019,China,"Jianyang, Sichuan",30.4,104.6,available,,rice,2013,2013,8196.0,9008.0,5,9,1029.7,451.678,578.022,24.26,29.38687,16.07337,Loam
2076,2019,China,"Jianyang, Sichuan",30.4,104.6,available,,rice,2014,2014,8273.0,8660.0,5,9,858.2,399.9,458.3,23.46,28.43393,15.30576,Loam
2077,2019,China,"Jianyang, Sichuan",30.4,104.6,available,,rice,2015,2015,8737.0,9046.0,5,9,916.0,400.708,515.292,23.84,27.96866,16.434,Loam
2078,2019,China,"Jianyang, Sichuan",30.4,104.6,available,,rice,2016,2016,7036.0,8119.0,5,9,967.6,462.874,504.726,24.44,29.55438,15.92246,Loam
2079,2019,China,"Jianyang, Sichuan",30.4,104.6,available,,rice,2017,2017,9781.0,10709.0,5,9,776.6,466.071,310.529,24.56,30.20104,15.77936,Loam
2080,2012,China,"Jiangsu Province, Changshu agro-ecological experiment station",31.53,120.68,silt clay,7.35,wheat.winter,2011,2012,5810.0,5550.0,9,6,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
2081,2012,China,"Jiangsu Province, Changshu agro-ecological experiment station",31.53,120.68,silt clay,7.35,wheat.winter,2011,2012,5190.0,4920.0,9,6,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
2082,2012,China,"Jiangsu Province, Changshu agro-ecological experiment station",31.53,120.68,silt clay,7.35,wheat.winter,2011,2012,5580.0,5240.0,9,6,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
2083,2012,China,"Jiangsu Province, Changshu agro-ecological experiment station",31.53,120.68,silt clay,7.35,wheat.winter,2011,2012,1830.0,1650.0,9,6,744.6,586.109,158.491,16.95,28.49724,1.33219,Loam
2084,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2000,2000,1732.0,2160.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2085,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2000,2000,1911.0,2277.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2086,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2000,2000,2078.0,2410.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2087,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2000,2000,2142.0,2281.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2088,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2000,2000,2036.0,2068.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2089,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2000,2000,2049.0,1839.0,1,7,12.29999828,323.2638941,-310.964,19.41428566,26.29223422,10.3260941,Sandy loam
2090,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2001,2001,3328.0,2666.0,1,7,137.2000003,314.1884913,-176.988,18.61428561,26.68632943,8.300244141,Sandy loam
2091,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2001,2001,3341.0,2281.0,1,7,137.2000003,314.1884913,-176.988,18.61428561,26.68632943,8.300244141,Sandy loam
2092,2003,South Africa,Langgewewens Experimental Farm,-33.28,18.7,sandy loam, ,wheat.spring,2001,2001,3106.0,1492.0,1,7,137.2000003,314.1884913,-176.988,18.61428561,26.68632943,8.300244141,Sandy loam
2093,2007,USA,"Oregon, Pendleton, CBARC",45.7,-118.6, Typic Haploxeroll, ,barley.spring,1998,1998,5110.0,5310.0,1,8,455.7,526.671,-70.971,6.7625,28.39421,-4.16767,Loam
2094,2007,USA,"Oregon, Pendleton, CBARC",45.7,-118.6, Typic Haploxeroll, ,barley.spring,1998,1998,3430.0,2910.0,1,8,455.7,526.671,-70.971,6.7625,28.39421,-4.16767,Loam
